function,count,library
"numpy.array(list[numpy.ndarray], copy=builtins.bool)",1,pandas
"numpy.ndarray[slilist[datetime.date]e[NoneType, NoneType, NoneType]] = list[datetime.date]",1,pandas
numpy.ma.core.MaskedArray.filled(self=numpy.ma.core.MaskedArray),1,pandas
numpy.ma.mrecords.fromarrays,1,pandas
numpy.ma.core.getdata(a=numpy.ma.mrecords.MaskedRecords),1,pandas
numpy.ma.mrecords.mrecarray,1,pandas
"numpy.array(tuple[int, int, int, int])",1,skimage
"numpy.ma.extras.masked_all(dtype=str, shape=tuple[int, int])",1,pandas
"numpy.ma.extras.masked_all(dtype=Type[builtins.bool], shape=tuple[int, int])",1,pandas
"numpy.ndarray.astype(numpy.ma.core.MaskedArray, numpy.dtype)",1,pandas
"numpy.ma.builtins.boolore.MaskedArray[tuple[int, int]] = builtins.bool",1,pandas
numpy.ma.ones,1,pandas
numpy.ma.mrecords.MaskedRecords.fill_value,1,pandas
"numpy.ma.mrecords.fromarrays(arraylist=tuple[numpy.ndarray, numpy.ndarray, numpy.ma.core.MaskedArray], names=tuple[str, str, str])",1,pandas
*numpy.recarray,1,pandas
numpy.ma.mrecords.MaskedRecords[str],1,pandas
numpy.ma.masked_array,1,pandas
"numpy.ma.core.MaskedArray(data=numpy.ndarray, mask=list[builtins.bool])",1,pandas
"numpy.ma.core.MaskedArray(data=list[float], mask=builtins.bool)",1,pandas
"numpy.ma.mrecords.fromarrays(arraylist=tuple[numpy.ndarray, numpy.ndarray, numpy.ndarray], names=tuple[str, str, str])",1,pandas
"numpy.asanyarray(a=list[numpy.int64], dtype=str)",1,pandas
"numpy.array(list[tuple[float, float, int, int]], dtype=list[tuple[str, Type[Union[numpy.float32, numpy.float64, numpy.int32, numpy.int64]]]])",1,pandas
"numpy.ndarray[slilist[list[Union[float, int, str]]]e[NoneType, NoneType, NoneType]] = list[list[Union[float, int, str]]]",1,pandas
"numpy.ndarray[slilist[Union[NoneType, datetime.datetime, float]]e[NoneType, NoneType, NoneType]] = list[Union[NoneType, datetime.datetime, float]]",1,pandas
"numpy.ndarray[slilist[Union[numpy.dtype, pandas.core.dtypes.dtypes.DatetimeTZDtype]]e[NoneType, NoneType, NoneType]] = list[Union[numpy.dtype, pandas.core.dtypes.dtypes.DatetimeTZDtype]]",1,pandas
"numpy.ndarray[slilist[Type[numpy.float64]]e[NoneType, NoneType, NoneType]] = list[Type[numpy.float64]]",1,pandas
"numpy.array(list[pandas._libs.tslibs.timestamps.Timestamp], copy=numpy.dtype, dtype=builtins.bool)",1,pandas
"numpy.array(list[pandas._libs.interval.Interval], copy=numpy.dtype, dtype=builtins.bool)",1,pandas
"numpy.array(list[Union[NoneType, float]], copy=numpy.dtype, dtype=builtins.bool)",1,pandas
"numpy.compress(a=list[str], condition=numpy.ndarray)",1,pandas
numpy.ndarray[tuple[numpy.ndarray]] = float,1,pandas
"numpy.array(numpy.dtype, copy=NoneType, dtype=builtins.bool)",1,pandas
"numpy.broadcast_to(array=builtins.bool, shape=tuple[int])",1,pandas
"numpy.ndarray.cumsum(numpy.ndarray, int)",1,pandas
"numpy.ndarray[tuple[slifloate[NoneType, NoneType, NoneType], slifloate[NoneType, NoneType, int]]] = float",1,pandas
"numpy.asanyarray(a=list[int], dtype=str)",1,pandas
numpy.generic,1,pandas
"numpy.tile(A=pandas.core.indexes.base.Index, reps=tuple[int, int])",1,pandas
"numpy.ndarray.fill(numpy.ndarray, numpy.dtype)",1,pandas
"numpy.ndarray.fill(numpy.ndarray, Type[builtins.object])",1,pandas
"numpy.arange(numpy.int64, dtype=Type[numpy.float32])",1,skimage
builtins.float.is_integer(self=numpy.float64),1,pandas
"numpy.array(numpy.ndarray, dtype=Type[numpy.int32])",1,pandas
numpy.dtype.descr,1,pandas
"numpy.array(list[tuple[numpy.float64, numpy.float64, numpy.float32, numpy.float32, numpy.int64, numpy.int32, numpy.bool_, str]], dtype=list[tuple[str, str]])",1,pandas
"numpy.ndarray.view(numpy.ndarray, Type[numpy.recarray])",1,pandas
"Type[numpy.float64] in tuple[Type[numpy.float32], Type[numpy.float64]]",1,skimage
"numpy.core.records.fromarrays(arrayList=list[numpy.ndarray], dtype=dict)",1,pandas
"numpy.ndarray[slilist[tuple[datetime.date, datetime.date]]e[NoneType, NoneType, NoneType]] = list[tuple[datetime.date, datetime.date]]",1,pandas
"numpy.array(Type[builtins.object], copy=NoneType, dtype=builtins.bool)",1,pandas
"numpy.array(tuple[datetime.date], copy=builtins.bool)",1,pandas
"numpy.array(list[tuple[datetime.datetime, datetime.datetime]], dtype=list[tuple[str, str]])",1,pandas
"numpy.ndarray[tuple[slifloate[int, int, NoneType], int]] = float",1,pandas
"numpy.ndarray[tuple[slifloate[int, NoneType, NoneType], int]] = float",1,pandas
numpy.shape(a=pandas.core.frame.DataFrame),1,pandas
"Type[numpy.float32] in tuple[Type[numpy.float32], Type[numpy.float64]]",1,skimage
"numpy.ma.floatore.MaskedArray[tuple[int, int]] = float",1,pandas
"numpy.ma.extras.masked_all(shape=tuple[int, int, int])",1,pandas
"numpy.asarray(a=tuple[int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int], dtype=Type[builtins.object])",1,pandas
numpy.ma.mrecords.MaskedRecords,1,pandas
"numpy.ndarray[slilist[Union[datetime.datetime, str]]e[NoneType, NoneType, NoneType]] = list[Union[datetime.datetime, str]]",1,pandas
numpy.common_type,1,pandas
"numpy.common_type(arrays=tuple[numpy.ndarray, numpy.ndarray])",1,pandas
"numpy.array(collections.deque, copy=builtins.bool)",1,pandas
numpy.ndarray + list[float],1,pandas
numpy.random.rand,1,pandas
"numpy.arange(numpy.int64, dtype=numpy.dtype)",1,skimage
numpy.int64 in pandas._libs.index.Int8Engine,1,pandas
"numpy.ndarray[slilist[Union[NoneType, float, int]]e[NoneType, NoneType, NoneType]] = list[Union[NoneType, float, int]]",1,pandas
"numpy.putmask(numpy.ndarray, numpy.ndarray, NoneType)",1,pandas
"numpy.ndarray[tuple[numpy.ndarray, slifloate[NoneType, NoneType, NoneType]]] = float",1,pandas
"numpy.ndarray[slituple[int, int, int]e[NoneType, NoneType, NoneType]] = tuple[int, int, int]",1,pandas
"numpy.ndarray[slilist[Union[NoneType, float]]e[NoneType, NoneType, NoneType]] = list[Union[NoneType, float]]",1,pandas
"numpy.ndarray[slilist[Union[str, tuple[str, str]]]e[NoneType, NoneType, NoneType]] = list[Union[str, tuple[str, str]]]",1,pandas
numpy.ndarray + builtins.complex,1,pandas
numpy.ndarray > builtins.complex,1,pandas
"numpy.array(list[Union[NoneType, builtins.complex, float]])",1,pandas
"numpy.array(list[Union[NoneType, builtins.complex, float, int]])",1,pandas
"numpy.ndarray[slituple[int, int]e[NoneType, NoneType, NoneType]] = tuple[int, int]",1,pandas
"numpy.array(list[Union[numpy.dtype, pandas.core.dtypes.dtypes.DatetimeTZDtype, pandas.core.dtypes.dtypes.PeriodDtype]])",1,pandas
"numpy.ndarray[slilist[list[float]]e[NoneType, NoneType, NoneType]] = list[list[float]]",1,pandas
numpy.fft.fft,1,pandas
numpy.fft.rfft,1,pandas
"numpy.ndarray[slilist[tuple[float, pandas._libs.tslibs.timestamps.Timestamp]]e[NoneType, NoneType, NoneType]] = list[tuple[float, pandas._libs.tslibs.timestamps.Timestamp]]",1,pandas
"numpy.ndarray[slilist[Union[list, list[str]]]e[NoneType, NoneType, NoneType]] = list[Union[list, list[str]]]",1,pandas
numpy.reciprocal,1,skimage
"numpy.lib.stride_tricks.as_strided(shape=tuple[int, int], strides=tuple[int, int], x=numpy.ndarray)",1,skimage
"numpy.ndarray[slilist[Union[numpy.float64, pandas.core.series.Series]]e[NoneType, NoneType, NoneType]] = list[Union[numpy.float64, pandas.core.series.Series]]",1,pandas
numpy.cumprod,1,pandas
numpy.random.mtrand,1,skimage
float ** numpy.float64,1,skimage
"numpy.ndarray[slilist[Union[float, int, pandas._libs.tslibs.timestamps.Timestamp, str]]e[NoneType, NoneType, NoneType]] = list[Union[float, int, pandas._libs.tslibs.timestamps.Timestamp, str]]",1,pandas
"numpy.ndindex(shape=tuple[tuple[int, int]])",1,skimage
"numpy.ndarray[tuple[numpy.int64, numpy.int64]]",1,pandas
"numpy.ndarray[tuple[int, int]] = numpy.complex128",1,pandas
"numpy.asarray(a=tuple[pandas._libs.tslibs.timestamps.Timestamp, pandas._libs.tslibs.timestamps.Timestamp, pandas._libs.tslibs.timestamps.Timestamp, pandas._libs.tslibs.timestamps.Timestamp, pandas._libs.tslibs.timestamps.Timestamp, pandas._libs.tslibs.timestamps.Timestamp, pandas._libs.tslibs.timestamps.Timestamp, pandas._libs.tslibs.timestamps.Timestamp, pandas._libs.tslibs.timestamps.Timestamp], dtype=Type[builtins.object])",1,pandas
"numpy.testing._private.utils.assert_allclose(actual=numpy.int64, atol=float, desired=int)",1,skimage
"numpy.array(list[Union[float, str]], copy=numpy.dtype, dtype=builtins.bool)",1,pandas
"numpy.zeros(tuple[int], dtype=list[tuple[str, str]])",1,pandas
"numpy.asarray(a=tuple[int, float, int], dtype=Type[builtins.object])",1,pandas
"numpy.array(tuple[numpy.int64, numpy.int64, float], copy=builtins.bool)",1,pandas
"numpy.asarray(a=list[Union[float, numpy.int64]], dtype=Type[builtins.object])",1,pandas
"numpy.ndarray[slilist[pandas.core.frame.DataFrame]e[NoneType, NoneType, NoneType]] = list[pandas.core.frame.DataFrame]",1,pandas
numpy.int64.ndim,1,skimage
"numpy.ndarray.astype(numpy.ndarray, Type[numpy.complex64])",1,pandas
"numpy.asarray(a=tuple[pandas._libs.tslibs.period.Period, pandas._libs.tslibs.period.Period, pandas._libs.tslibs.period.Period, pandas._libs.tslibs.period.Period, pandas._libs.tslibs.period.Period], dtype=Type[builtins.object])",1,pandas
"numpy.ones(dtype=Type[builtins.float], shape=tuple[int, int])",1,pandas
numpy.round_(a=int),1,skimage
numpy.int64 > float,1,skimage
"numpy.zeros(tuple[int, int, int, int, int], dtype=Type[numpy.float32])",1,skimage
"numpy.round_(a=tuple[int, int, int, int])",1,skimage
"numpy.array(list[Union[NoneType, str]], copy=numpy.dtype, dtype=builtins.bool)",1,pandas
numpy.array(list[pandas.core.frame.DataFrame]),1,pandas
numpy.float32(),1,pandas
numpy.int64 != numpy.int64,1,skimage
numpy.float16(),1,pandas
"numpy.asarray(a=list[Union[builtins.bool, datetime.datetime]], dtype=Type[numpy.object_])",1,pandas
"numpy.asarray(a=list[Union[builtins.bool, builtins.complex]], dtype=Type[numpy.object_])",1,pandas
"numpy.asarray(a=list[Union[builtins.complex, float]], dtype=Type[numpy.complex128])",1,pandas
"numpy.ndarray[slilist[Union[NoneType, builtins.bool, float, int]]e[NoneType, NoneType, NoneType]] = list[Union[NoneType, builtins.bool, float, int]]",1,pandas
"numpy.ndarray[slilist[Union[NoneType, datetime.datetime, float, int]]e[NoneType, NoneType, NoneType]] = list[Union[NoneType, datetime.datetime, float, int]]",1,pandas
numpy.e,1,pandas
NoneType == Type[numpy.object_],1,pandas
numpy.ndarray[tuple[numpy.ndarray]] = str,1,pandas
"numpy.issubdtype(arg1=Type[numpy.int32], arg2=Type[numpy.integer])",1,pandas
"numpy.ndarray[slilist[list[Union[datetime.datetime, float, int, str]]]e[NoneType, NoneType, NoneType]] = list[list[Union[datetime.datetime, float, int, str]]]",1,pandas
"numpy.full(fill_value=int, shape=int)",1,pandas
"numpy.array(tuple[str, str], copy=builtins.bool)",1,pandas
"numpy.array(list[str], copy=Type[builtins.object], dtype=builtins.bool)",1,pandas
"numpy.argsort(a=pandas.core.arrays.period.PeriodArray, kind=str)",1,pandas
numpy.array(list[pandas.core.arrays.period.PeriodArray]),1,pandas
"numpy.asarray(a=tuple[str, str, str, str, str, str, str, str, str], dtype=Type[builtins.object])",1,pandas
numpy.uint32 // pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint32 * pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint32 * numpy.ndarray,1,pandas
numpy.uint64 * pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint64 * numpy.ndarray,1,pandas
numpy.int8 // pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.int8 // numpy.ndarray,1,pandas
numpy.int16 // pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.int16 // numpy.ndarray,1,pandas
numpy.int32 // pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.int32 // numpy.ndarray,1,pandas
numpy.int64 // pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.int64 // numpy.ndarray,1,pandas
numpy.uint8 // pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint8 // numpy.ndarray,1,pandas
numpy.uint16 // pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint16 * numpy.ndarray,1,pandas
numpy.uint16 * pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint8 * numpy.ndarray,1,pandas
numpy.int64 - pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.int8 - pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.int8 - numpy.ndarray,1,pandas
numpy.int16 - pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.int16 - numpy.ndarray,1,pandas
numpy.int32 - pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.int32 - numpy.ndarray,1,pandas
numpy.int8 * pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint8 * pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.int8 * numpy.ndarray,1,pandas
numpy.int16 * pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.int16 * numpy.ndarray,1,pandas
numpy.int32 * pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.int32 * numpy.ndarray,1,pandas
numpy.int64 * pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint16 // numpy.ndarray,1,pandas
numpy.uint32 // numpy.ndarray,1,pandas
list[pandas.core.arrays.period.PeriodArray] * numpy.int64,1,pandas
numpy.uint64 // pandas.core.arrays.integer.IntegerArray,1,pandas
"numpy.array(list[numpy.int8], copy=builtins.bool)",1,pandas
"numpy.generic.astype(numpy.int16, numpy.dtype)",1,pandas
numpy.int32 ** pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.int32 ** numpy.ndarray,1,pandas
"numpy.array(list[numpy.int32], copy=builtins.bool)",1,pandas
"numpy.generic.astype(numpy.int64, numpy.dtype)",1,pandas
numpy.uint8 ** pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint8 == int,1,pandas
numpy.uint8 ** numpy.ndarray,1,pandas
"numpy.array(list[numpy.uint8], copy=builtins.bool)",1,pandas
"numpy.generic.astype(numpy.uint16, numpy.dtype)",1,pandas
numpy.uint32 ** pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint32 == int,1,pandas
numpy.uint32 ** numpy.ndarray,1,pandas
"numpy.array(list[numpy.uint32], copy=builtins.bool)",1,pandas
numpy.int8 ** numpy.ndarray,1,pandas
numpy.int8 ** pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint64 / numpy.ndarray,1,pandas
numpy.int32 / numpy.ndarray,1,pandas
numpy.uint64 // numpy.ndarray,1,pandas
numpy.int8 / pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.int8 / numpy.ndarray,1,pandas
numpy.int16 / pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.int16 / numpy.ndarray,1,pandas
numpy.int32 / pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.int64 / pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint64 / pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint8 / pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint8 / numpy.ndarray,1,pandas
numpy.uint16 / pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint16 / numpy.ndarray,1,pandas
numpy.uint32 / pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint32 / numpy.ndarray,1,pandas
numpy.uint64 + numpy.ndarray,1,pandas
numpy.uint64 + pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint32 + numpy.ndarray,1,pandas
numpy.uint32 + pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.obj2sctype(rep=Type[numpy.int16]),1,skimage
"numpy.asarray(a=list[Union[int, pandas._libs.missing.NAType]])",1,pandas
"numpy.asarray(a=list[Union[int, pandas._libs.missing.NAType]], dtype=NoneType)",1,pandas
numpy.ndim(a=pandas.core.arrays.categorical.Categorical),1,pandas
"numpy.eye(M=int, N=int, dtype=Type[builtins.bool])",1,skimage
"numpy.ndarray[tuple[sliinte[int, NoneType, NoneType]]] = int",1,pandas
"numpy.ndarray.repeat(numpy.ndarray, int, axis=NoneType)",1,pandas
"numpy.repeat(a=pandas.core.arrays.categorical.Categorical, axis=int, repeats=int)",1,pandas
"numpy.repeat(pandas.core.arrays.categorical.Categorical, int, foo=str)",1,pandas
"numpy.array(pandas.core.arrays.categorical.Categorical, copy=Type[builtins.str], dtype=builtins.bool)",1,pandas
"numpy.asarray(a=pandas.core.arrays.categorical.Categorical, dtype=Type[builtins.object])",1,pandas
"numpy.array(pandas.core.arrays.categorical.Categorical, copy=builtins.bool)",1,pandas
"numpy.array(pandas.tests.extension.test_common.DummyArray, copy=Type[builtins.object], dtype=builtins.bool)",1,pandas
"numpy.array(pandas.tests.extension.test_common.DummyArray, copy=str, dtype=builtins.bool)",1,pandas
pandas.core.dtypes.dtypes.DatetimeTZDtype != numpy.dtype,1,pandas
"numpy.array(pandas.core.arrays.categorical.Categorical, copy=str, dtype=builtins.bool)",1,pandas
numpy.array(list[pandas.core.arrays.categorical.Categorical]),1,pandas
list[pandas.core.arrays.categorical.Categorical] * numpy.int64,1,pandas
"numpy.repeat(pandas.core.arrays.boolean.BooleanArray, int, foo=str)",1,pandas
"numpy.floor_divide(numpy.ndarray, int, casting=numpy.ndarray, dtype=numpy.dtype, out=str)",1,skimage
numpy.floor_divide,1,skimage
"numpy.repeat(a=pandas.core.series.Series, repeats=int)",1,pandas
"numpy.repeat(a=pandas.core.series.Series, repeats=list[int])",1,pandas
"numpy.issubdtype(arg1=Type[numpy.int16], arg2=Type[numpy.uint8])",1,skimage
"numpy.repeat(a=pandas.core.arrays.boolean.BooleanArray, axis=int, repeats=int)",1,pandas
pandas.core.arrays.numpy.ndarrayoolean.BooleanArray | numpy.ndarray,1,pandas
"numpy.array(pandas.core.indexes.base.Index, copy=Type[builtins.object], dtype=builtins.bool)",1,pandas
Type[pandas.core.arrays.Type[numpy.bool_]oolean.BooleanArray] == Type[numpy.bool_],1,pandas
"numpy.ndarray.searchsorted(numpy.ndarray, numpy.bool_, side=NoneType, sorter=str)",1,pandas
"numpy.ndarray.searchsorted(numpy.ndarray, numpy.bool_, side=numpy.ndarray, sorter=str)",1,pandas
"numpy.ndarray.searchsorted(numpy.ndarray, pandas.core.arrays.boolean.BooleanArray, side=NoneType, sorter=str)",1,pandas
"numpy.array(list[Union[numpy.dtype, pandas.core.arrays.boolean.BooleanDtype]])",1,pandas
"numpy.ndarray[slilist[pandas.core.arrays.boolean.BooleanArray]e[NoneType, NoneType, NoneType]] = list[pandas.core.arrays.boolean.BooleanArray]",1,pandas
"numpy.lib.arraypad._as_pairs(as_index=builtins.bool, ndim=int, x=int)",1,skimage
list[pandas.core.arrays.datetimes.DatetimeArray] * numpy.int64,1,pandas
numpy.array(list[pandas.core.arrays.datetimes.DatetimeArray]),1,pandas
numpy.int16 + numpy.ndarray,1,pandas
"numpy.array(list[Union[numpy.uint16, pandas._libs.missing.NAType]], copy=builtins.bool)",1,pandas
"numpy.array(list[Union[numpy.uint32, pandas._libs.missing.NAType]], copy=builtins.bool)",1,pandas
"numpy.array(list[Union[numpy.uint64, pandas._libs.missing.NAType]], copy=builtins.bool)",1,pandas
numpy.int8 + pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.int8 + numpy.ndarray,1,pandas
numpy.int16 + pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.int32 + pandas.core.arrays.integer.IntegerArray,1,pandas
"numpy.array(list[Union[numpy.int64, pandas._libs.missing.NAType]], copy=builtins.bool)",1,pandas
numpy.int32 + numpy.ndarray,1,pandas
numpy.int64 + pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint8 + pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint8 + numpy.ndarray,1,pandas
numpy.uint16 + pandas.core.arrays.integer.IntegerArray,1,pandas
numpy.uint16 + numpy.ndarray,1,pandas
"numpy.array(list[Union[numpy.uint8, pandas._libs.missing.NAType]], copy=builtins.bool)",1,pandas
"numpy.array(list[Union[numpy.int32, pandas._libs.missing.NAType]], copy=builtins.bool)",1,pandas
"numpy.argsort(a=pandas.core.arrays.datetimes.DatetimeArray, kind=str)",1,pandas
numpy.ndim(a=pandas.core.arrays.datetimes.DatetimeArray),1,pandas
